BARCODE,BRAND_CODE,CATEGORY,CATEGORY_CODE,NAME
511111609018,PURELL,Personal Care,PERSONAL_CARE,PURELL
511111010111,GALLO FAMILY VINEYARDS,Wine,WINE,GALLO FAMILY VINEYARDS
511111114413,JIMMY DEAN,Breakfast & Cereal,BREAKFAST_AND_CEREAL,Jimmy Dean
511111900610,FDS,Beauty & Personal Care,BEAUTY_AND_PERSONAL_CARE,FDS
511111602118,JELL-O,Baking,BAKING,Jell-O
511111100850,DOVE MEN+CARE,Personal Care,PERSONAL_CARE,Dove Men+Care
511111608578,TILEX,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,Tilex®
511111603207,,,,Nutri-Grain
511111306887,PINE SOL,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,Pine-Sol
511111313106,ANNIES HOMEGROWN GROCERY,Grocery,GROCERY,Annie's Homegrown Grocery
511111314219,BIBIGO,Grocery,GROCERY,Bibigo
511111005421,PILLSBURY .,Magazines,MAGAZINES,Pillsbury Magazine
511111001768,CHEETOS,Snacks,SNACKS,Cheetos
511111213154,RUBBERMAID,Household,HOUSEHOLD,Rubbermaid
511111401643,NAKED,Beverages,BEVERAGES,Naked Juice
511111409700,EVOLVE,Beverages,BEVERAGES,Evolve
511111113027,GOLD MEDAL,Baking,BAKING,GOLD MEDAL FLOUR
511111404002,BETTY CROCKER FRUIT SNACKS,Snacks,SNACKS,Betty Crocker Fruit Snacks
511111800927,BREYERS,Frozen,FROZEN,Breyers
511111013129,GODIVA,Baking,BAKING,GODIVA BAKING MIXES
511111409588,HERSHEYS SYRUPS,Candy & Sweets,CANDY_AND_SWEETS,Hershey's Syrups
511111606659,OLD EL PASO,Grocery,GROCERY,Old El Paso
511111602323,SMART ONES,Frozen,FROZEN,Smart Ones
511111507123,DUNCAN HINES,Baking,BAKING,Duncan Hines®
511111011088,ARM & HAMMER,Personal Care,PERSONAL_CARE,Arm & Hammer
511111707080,CHEF BOYARDEE,Canned Goods & Soups,CANNED_GOODS_AND_SOUPS,Chef Boyardee®
511111009498,HUNT'S,Condiments & Sauces,CONDIMENTS_AND_SAUCES,HUNT'S
511111006305,GENERAL MILLS CEREAL L,Breakfast & Cereal,BREAKFAST_AND_CEREAL,"General Mills ""Big G"" Cereal"
511111913016,DUNKAROOS,Snacks,SNACKS,Dunkaroos
511111004561,SNYDERS OF HANOVER,Snacks,SNACKS,SNYDERS OF HANOVER
511111602767,,,,Prairie Farms
511111200680,TALENTI,Frozen,FROZEN,Talenti
511111101178,MIO,Beverages,BEVERAGES,Mio
511111111269,SUBWAY,Restaurants,RESTAURANTS,Subway
511111703266,,,,Special K
511111504627,COTTONELLE,Household,HOUSEHOLD,Cottonelle
511111014959,M&M’S,Candy & Chocolate,CANDY_AND_CHOCOLATE,M&M'S®
511111207702,ALFAROS,Bread & Bakery,BREAD_AND_BAKERY,Alfaros Bread
511111109679,HIDDEN VALLEY 2,Condiments & Sauces,CONDIMENTS_AND_SAUCES,HIDDEN VALLEY
511111004127,V8,Beverages,BEVERAGES,V8
511111302292,COORS BANQUET,"Beer, Hard Cider & Seltzer",BEER_HARD_CIDER_AND_SELTZER,Coors Banquet
511111607250,LIBBYS,Canned Goods & Soups,CANNED_GOODS_AND_SOUPS,Libby's®
511111015024,STARBURST,Candy & Chocolate,CANDY_AND_CHOCOLATE,STARBURST®
